,FileName,genotype,Time,TRL,GRTR,L1R,GR1R,TNLR,TLRL,N2LR,L2LR,ML2LR,GR2L,D2LR,Height,Width,Magnitude,Altitude,ExtPathLength
150,fast-6-7-9_1,fast,2,59.05512094,29.52756047,59.05512094,29.52756047,0,0,0,0,0,0,0,58.967118,2.058108442,1,1,1
151,fast-6-7-9_1,fast,3,531.4961526,472.4410317,236.2204461,177.1653251,5,295.2757066,5,295.2757066,59.05514131,295.2757066,0.021166669,233.177964,95.490967,6,6,26
152,fast-6-7-9_1,fast,4,1889.763786,1358.267634,413.385745,177.1652989,13,1476.378041,13,1476.378041,113.5675416,1181.102335,0.031447625,408.948349,293.667175,14,14,118
153,fast-6-7-9_1,fast,5,4015.748359,2125.984573,590.5511669,177.1654219,22,3425.197192,22,3425.197192,155.6907814,1948.819151,0.037253334,582.249253,380.916107,23,23,298
154,fast-6-7-9_1,fast,6,7440.945579,3425.19722,767.7164931,177.1653262,30,6673.229085,30,6673.229085,222.4409695,3248.031894,0.039076925,758.556504,487.094818,31,31,526
155,fast-6-7-9_1,fast,7,11220.47358,3779.527999,944.8819134,177.1654202,38,10275.59166,38,10275.59166,270.410307,3602.362579,0.040216666,935.045517,575.033844,39,39,818
156,fast-6-7-9_1,fast,8,14881.89111,3661.417531,1122.047181,177.1652674,47,13759.84393,47,13759.84393,292.7626368,3484.252263,0.041887722,1106.822495,656.674179,48,48,1223
157,fast-6-7-9_1,fast,9,19547.2461,4665.354989,1358.267888,236.2207072,55,18188.97821,55,18188.97821,330.7086947,4429.134282,0.040492749,1338.333603,739.43502,56,56,1651
158,fast-6-8-12_1,fast,3,59.05511373,19.68503791,59.05511373,19.68503791,0,0,0,0,0,0,0,58.784928,3.180732567,1,1,1
159,fast-6-8-12_1,fast,4,236.2204444,177.1653307,236.2204444,177.1653307,0,0,0,0,0,0,0,234.926651,18.25171657,1,1,1
160,fast-6-8-12_1,fast,5,590.5511632,354.3307188,413.3858115,177.1653671,4,177.1653517,4,177.1653517,44.29133793,177.1653517,0.009676191,408.975754,88.995666,5,5,19
161,fast-6-8-12_1,fast,6,1535.433093,944.8819293,590.551203,177.1653915,10,944.8818895,10,944.8818895,94.48818895,767.7165378,0.016933333,581.500717,197.924714,11,11,76
162,fast-6-8-12_1,fast,7,3248.031483,1712.59839,708.6613839,118.1101809,17,2539.370099,17,2539.370099,149.3747117,1594.488209,0.02398889,691.677475,301.888825,18,18,188
163,fast-6-8-12_1,fast,8,5728.346634,2480.315151,885.8267759,177.165392,24,4842.519858,24,4842.519858,201.7716608,2303.149759,0.027093333,857.247299,407.677826,25,25,349
164,fast-6-8-12_1,fast,9,8740.157732,3011.811098,1062.992062,177.1652859,28,7677.165671,28,7677.165671,274.1844882,2834.645813,0.026340742,1027.152085,518.52472,29,29,463
165,fast-6-8-12_1,fast,10,11397.63835,2657.48062,1240.157344,177.1652823,34,10157.48101,34,10157.48101,298.7494414,2480.315338,0.027415876,1203.658554,542.837982,35,35,664
166,fast-6-8-12_1,fast,11,13405.5124,2007.874048,1358.267592,118.1102476,39,12047.24481,39,12047.24481,308.903713,1889.763801,0.028713046,1321.592514,686.005645,40,40,859
167,fast-6-8-12_1,fast,12,16476.37927,3070.86687,1594.488228,236.2206359,44,14881.89104,44,14881.89104,338.2247964,2834.646234,0.027595061,1555.64354,686.005645,45,45,1079
168,fast-6-9-12_1,fast,3,118.1102189,39.37007296,118.1102189,39.37007296,0,0,0,0,0,0,0,116.671494,15.35195628,1,1,1
169,fast-6-9-12_1,fast,4,295.2755992,177.1653803,295.2755992,177.1653803,0,0,0,0,0,0,0,291.860276,34.92672428,1,1,1
170,fast-6-9-12_1,fast,5,1003.937232,708.6616332,472.4409653,177.1653661,8,531.4962671,8,531.4962671,66.43703339,531.4962671,0.016933333,460.616196,117.559266,9,9,53
171,fast-6-9-12_1,fast,6,2775.591207,1771.653975,649.6063317,177.1653664,15,2125.984875,15,2125.984875,141.732325,1594.488608,0.023090908,633.902512,258.217407,16,16,151
172,fast-6-9-12_1,fast,7,5255.906153,2480.314946,826.7716742,177.1653425,22,4429.134478,22,4429.134478,201.3242945,2303.149603,0.026609523,789.390366,346.609345,23,23,298
173,fast-6-9-12_1,fast,8,8031.496864,2775.590711,1003.937076,177.1654016,28,7027.559788,28,7027.559788,250.9842781,2598.42531,0.027890194,961.14354,448.951202,29,29,463
174,fast-6-9-12_1,fast,9,11102.36306,3070.866197,1240.157566,236.2204906,35,9862.205495,35,9862.205495,281.7772999,2834.645707,0.02822222,1193.046616,477.165374,36,36,701
175,fast-6-9-12_1,fast,10,14468.50456,3366.1415,1417.322707,177.1651406,42,13051.18185,42,13051.18185,310.7424251,3188.97636,0.029633336,1369.759384,507.061492,43,43,988
176,fast-6-9-12_1,fast,11,18188.97674,3720.47218,1594.488005,177.165298,50,16594.48874,50,16594.48874,331.8897747,3543.306882,0.031358028,1546.601792,530.168792,51,51,1376
177,fast-6-9-12_1,fast,12,23326.77193,5137.79519,1830.708424,236.2204191,58,21496.06351,58,21496.06351,370.6217846,4901.574771,0.031681725,1777.798203,530.168792,59,59,1828
178,mock-7-1-12_1,mock,2,59.05510235,29.52755118,59.05510235,29.52755118,0,0,0,0,0,0,0,58.867722,2.77286969,1,1,1
179,mock-7-1-12_1,mock,3,177.1654454,118.1103431,177.1653429,118.1102406,4,0.000102528,4,0.000102528,2.56E-05,0.000102528,0.022577779,175.924698,13.73508869,5,5,19
180,mock-7-1-12_1,mock,4,826.7718414,649.6063959,295.2755975,118.1102546,9,531.4962439,9,531.4962439,59.05513821,531.4961414,0.030479999,293.738816,178.901092,10,10,64
181,mock-7-1-12_1,mock,5,1653.543593,826.7717512,413.3858245,118.110227,14,1240.157768,14,1240.157768,88.58269772,708.6615242,0.033866667,410.885056,265.411591,15,15,134
182,mock-7-1-12_1,mock,6,2775.591191,1122.047599,531.4960292,118.1102048,18,2244.095162,18,2244.095162,124.6719534,1003.937394,0.033866669,524.800278,272.700409,19,19,208
183,mock-7-1-12_1,mock,7,4192.914089,1417.322898,649.6062741,118.1102449,22,3543.307815,22,3543.307815,161.0594462,1299.212653,0.033866668,642.647141,324.64682,23,23,298
184,mock-7-1-12_1,mock,8,5610.237494,1417.323404,767.7165024,118.1102283,27,4842.520991,27,4842.520991,179.3526293,1299.213176,0.035169232,759.339707,404.635956,28,28,433
185,mock-7-1-12_1,mock,9,7677.16678,2066.929286,885.8267794,118.1102771,31,6791.34,31,6791.34,219.0754839,1948.819009,0.034995555,875.540268,448.328369,32,32,559
186,mock-7-1-12_1,mock,10,9153.544992,1476.378212,1003.937034,118.1102545,36,8149.607958,36,8149.607958,226.3779988,1358.267958,0.035858823,991.823227,449.668274,37,37,739
187,mock-7-1-12_1,mock,11,10866.14344,1712.598449,1122.047183,118.1101491,40,9744.096258,40,9744.096258,243.6024064,1594.4883,0.035649125,1107.020249,459.029907,41,41,901
188,mock-7-1-12_1,mock,12,13464.56879,2598.42535,1299.212527,177.1653443,40,12165.35626,40,12165.35626,304.1339066,2421.260005,0.03078788,1283.097885,540.822083,41,41,901
189,mock-7-10-12_1,mock,3,59.0551124,19.68503747,59.0551124,19.68503747,0,0,0,0,0,0,0,58.895676,2.542523647,1,1,1
190,mock-7-10-12_1,mock,4,177.1653203,118.1102079,177.1653203,118.1102079,0,0,0,0,0,0,0,176.263169,12.984497,1,1,1
191,mock-7-10-12_1,mock,5,295.2756219,118.1103016,295.275545,118.1102247,3,7.69E-05,3,7.69E-05,2.56E-05,7.69E-05,0.010160002,292.729172,31.763672,4,4,13
192,mock-7-10-12_1,mock,6,708.6615039,413.385882,413.3857904,118.1102454,8,295.2757134,8,295.2757134,36.90946418,295.2756366,0.019352383,401.019333,129.671265,9,9,53
193,mock-7-10-12_1,mock,7,1594.488367,885.8268635,531.4960249,118.1102344,13,1062.992343,13,1062.992343,81.76864173,767.7166291,0.024459261,516.010605,156.146668,14,14,118
194,mock-7-10-12_1,mock,8,2952.756225,1358.267857,649.6062733,118.1102484,14,2303.149951,14,2303.149951,164.5107108,1240.157609,0.021551516,630.848191,195.007843,15,15,134
195,mock-7-10-12_1,mock,9,4133.858456,1181.102231,767.7164553,118.110182,17,3366.142001,17,3366.142001,198.008353,1062.992049,0.022143592,748.88414,236.939392,18,18,188
196,mock-7-10-12_1,mock,10,5374.016068,1240.157612,885.8267351,118.1102798,21,4488.189333,21,4488.189333,213.7233016,1122.047332,0.023706668,865.767075,274.600586,22,22,274
197,mock-7-10-12_1,mock,11,6850.39395,1476.377882,1003.936946,118.1102105,22,5846.457005,22,5846.457005,265.7480457,1358.267672,0.021913727,981.267685,329.980744,23,23,298
198,mock-7-10-12_1,mock,12,7736.220841,885.8268905,1181.102367,177.1654209,22,6555.118474,22,6555.118474,297.9599306,708.6614696,0.018626667,1157.783676,355.266358,23,23,298
199,mock-7-2-12_1,mock,3,118.1102661,118.1102661,118.1102391,118.1102391,1,2.70E-05,1,2.70E-05,2.70E-05,2.70E-05,0.008466666,117.780258,5.072388,2,2,4
200,mock-7-2-12_1,mock,4,295.2758185,177.1655524,236.2205023,118.1102632,6,59.05531621,6,59.05531621,9.842552702,59.05528922,0.025399997,235.39885,19.416199,7,7,34
201,mock-7-2-12_1,mock,5,944.8821337,649.6063151,354.3307338,118.1102314,9,590.5513999,9,590.5513999,65.61682221,531.4960837,0.025399998,353.305527,100.967712,10,10,64
202,mock-7-2-12_1,mock,6,1594.488584,649.60645,413.3858689,59.05513512,14,1181.102715,14,1181.102715,84.36447962,590.5513149,0.033866663,411.614548,175.10138,15,15,134
203,mock-7-2-12_1,mock,7,2539.370693,944.8821098,531.4961132,118.1102443,17,2007.87458,17,2007.87458,118.1102694,826.7718655,0.031985182,528.449265,240.610413,18,18,188
204,mock-7-2-12_1,mock,8,3897.638284,1358.26759,649.6062199,118.1101067,20,3248.032064,20,3248.032064,162.4016032,1240.157483,0.030787883,646.461045,340.746063,21,21,251
205,mock-7-2-12_1,mock,9,5019.685855,1122.047572,767.7164327,118.1102128,25,4251.969423,25,4251.969423,170.0787769,1003.937359,0.032564107,763.491867,353.770477,26,26,376
206,mock-7-2-12_1,mock,10,6082.678013,1062.992158,885.8266771,118.1102444,30,5196.851336,30,5196.851336,173.2283779,944.8819133,0.03386667,877.973862,380.805512,31,31,526
207,mock-7-2-12_1,mock,11,7204.725515,1122.047502,944.8817447,59.05506766,35,6259.843771,35,6259.843771,178.8526792,1062.992435,0.037041672,932.037705,418.058075,36,36,701
208,mock-7-2-12_1,mock,12,9803.150964,2598.425448,1122.047202,177.1654577,35,8681.103761,35,8681.103761,248.031536,2421.259991,0.031192984,1087.95372,418.058075,36,36,701
209,mock-7-3-12_1,mock,3,59.05512365,19.68504122,59.05512365,19.68504122,0,0,0,0,0,0,0,58.681809,1.085684186,1,1,1
210,mock-7-3-12_1,mock,4,177.1653738,118.1102501,177.1653738,118.1102501,0,0,0,0,0,0,0,174.420883,24.60362919,1,1,1
211,mock-7-3-12_1,mock,5,295.2756217,118.1102479,295.2756002,118.1102264,2,2.15E-05,2,2.15E-05,1.08E-05,2.15E-05,0.006773333,292.118515,34.106811,3,3,8
212,mock-7-3-12_1,mock,6,649.6064394,354.3308177,413.385834,118.1102338,6,236.2206054,6,236.2206054,39.3701009,236.2205839,0.014514285,404.082932,77.972046,7,7,34
213,mock-7-3-12_1,mock,7,1299.212625,649.6061857,531.4960201,118.1101862,10,767.716605,10,767.716605,76.7716605,531.4959995,0.018814816,514.861069,110.741272,11,11,76
214,mock-7-3-12_1,mock,8,2185.039555,885.8269299,649.6063008,118.1102807,15,1535.433254,15,1535.433254,102.3622169,767.7166492,0.023090909,628.342575,179.2005,16,16,151
215,mock-7-3-12_1,mock,9,3661.417242,1476.377687,767.7164341,118.1101333,19,2893.700807,19,2893.700807,152.3000425,1358.267553,0.024748721,745.302231,253.984985,20,20,229
216,mock-7-3-12_1,mock,10,4960.629997,1299.212756,885.8266463,118.1102121,24,4074.803351,24,4074.803351,169.783473,1181.102544,0.027093337,860.481797,316.316162,25,25,349
217,mock-7-3-12_1,mock,11,6732.283254,1771.653256,1003.936898,118.1102521,29,5728.346355,29,5728.346355,197.5291847,1653.543004,0.028886278,975.454209,439.839721,30,30,494
218,mock-7-3-12_1,mock,12,8976.377919,2244.094665,1181.102261,177.1653626,29,7795.275658,29,7795.275658,268.8026089,2066.929303,0.024553335,1150.304062,465.869201,30,30,494
219,mock-7-4-12_1,mock,4,118.1102436,118.1102436,118.1102436,118.1102436,0,0,0,0,0,0,0,117.936661,2.552586858,1,1,1
220,mock-7-4-12_1,mock,5,236.2204809,118.1102373,236.2204451,118.1102015,2,3.58E-05,2,3.58E-05,1.79E-05,3.58E-05,0.008466668,235.9413,5.600403,3,3,8
221,mock-7-4-12_1,mock,6,472.441113,236.2206321,354.3306823,118.1102372,6,118.1104307,6,118.1104307,19.68507178,118.1103948,0.016933335,353.61174,43.643554,7,7,34
222,mock-7-4-12_1,mock,7,1122.047527,649.6064139,472.4409291,118.1102468,10,649.6065978,10,649.6065978,64.96065978,531.4961671,0.021166667,469.966721,128.862305,11,11,76
223,mock-7-4-12_1,mock,8,1948.819349,826.7718221,590.5512003,118.1102712,13,1358.268149,13,1358.268149,104.4821653,708.6615509,0.022013333,587.736313,196.484925,14,14,118
224,mock-7-4-12_1,mock,9,3543.307626,1594.488277,708.661435,118.1102347,17,2834.646191,17,2834.646191,166.7438936,1476.378043,0.023988888,703.463303,277.692535,18,18,188
225,mock-7-4-12_1,mock,10,4429.134609,885.8269827,826.771688,118.1102529,20,3602.362921,20,3602.362921,180.1181461,767.7167298,0.024190475,816.67247,307.071869,21,21,251
226,mock-7-4-12_1,mock,11,5314.961672,885.8270634,944.8819422,118.1102542,25,4370.07973,25,4370.07973,174.8031892,767.7168092,0.026458332,932.7025,333.036438,26,26,376
227,mock-7-4-12_1,mock,12,6673.229252,1358.26758,1122.047272,177.16533,25,5551.18198,25,5551.18198,222.0472792,1181.10225,0.022280701,1108.122666,333.036438,26,26,376
228,mock-7-5-12_1,mock,3,118.1102502,118.1102502,118.1102383,118.1102383,2,1.19E-05,2,1.19E-05,5.94E-06,1.19E-05,0.016933333,117.849137,3.748474,3,3,8
229,mock-7-5-12_1,mock,4,354.3309274,236.2206772,236.2204867,118.1102484,7,118.1104407,7,118.1104407,16.8729201,118.1104288,0.029633332,235.707932,50.74823,8,8,43
230,mock-7-5-12_1,mock,5,1299.213011,944.8820833,354.330729,118.1102423,12,944.8822817,12,944.8822817,78.74019015,826.771841,0.033866665,353.218979,214.191285,13,13,103
231,mock-7-5-12_1,mock,6,2362.205226,1062.992215,472.4409735,118.1102446,17,1889.764253,17,1889.764253,111.1626031,944.8819708,0.035983331,467.354294,273.043182,18,18,188
232,mock-7-5-12_1,mock,7,3543.307732,1181.102506,590.5512439,118.1102703,22,2952.756489,22,2952.756489,134.216204,1062.992236,0.037253329,585.028549,330.956482,23,23,298
233,mock-7-5-12_1,mock,8,5255.906314,1712.598582,708.6615615,118.1103177,28,4547.244752,28,4547.244752,162.4015983,1594.488264,0.039511103,702.24852,387.461212,29,29,463
234,mock-7-5-12_1,mock,9,6909.4499,1653.543586,767.7166539,59.0550924,32,6141.733246,32,6141.733246,191.9291639,1594.488494,0.041682045,761.033737,440.902832,33,33,593
235,mock-7-5-12_1,mock,10,8503.938139,1594.488239,885.8268404,118.1101864,33,7618.111299,33,7618.111299,230.8518575,1476.378052,0.03725333,878.694809,468.245025,34,34,628
236,mock-7-5-12_1,mock,11,9803.15104,1299.212901,1003.937097,118.1102566,37,8799.213943,37,8799.213943,237.8165931,1181.102644,0.036854899,992.127426,470.976471,38,38,778
237,mock-7-5-12_1,mock,12,11988.1905,2185.039455,1181.102362,177.1652653,37,10807.08813,37,10807.08813,292.0834631,2007.87419,0.031326667,1166.616806,470.976471,38,38,778
238,mock-7-6-12_1,mock,4,118.1102311,118.1102311,118.1102311,118.1102311,0,0,0,0,0,0,0,118.000839,2.069937232,1,1,1
239,mock-7-6-12_1,mock,5,236.2205192,118.1102881,236.220491,118.1102599,2,2.82E-05,2,2.82E-05,1.41E-05,2.82E-05,0.008466666,235.174057,15.631225,3,3,8
240,mock-7-6-12_1,mock,6,531.4962086,295.2756894,354.3307432,118.1102521,6,177.1654654,6,177.1654654,29.52757757,177.1654372,0.016933332,353.209458,58.624695,7,7,34
241,mock-7-6-12_1,mock,7,1181.102632,649.6064237,472.4409512,118.110208,9,708.6616811,9,708.6616811,78.74018679,531.4962157,0.01905,470.859116,144.854248,10,10,64
242,mock-7-6-12_1,mock,8,2066.929422,885.8267896,590.5511411,118.1101899,14,1476.378281,14,1476.378281,105.4555915,767.7165997,0.023706668,587.080918,244.269959,15,15,134
243,mock-7-6-12_1,mock,9,3129.921731,1062.992309,708.6613341,118.110193,19,2421.260397,19,2421.260397,127.4347577,944.882116,0.026811114,703.584091,350.517822,20,20,229
244,mock-7-6-12_1,mock,10,4606.299939,1476.378208,826.7716345,118.1103004,23,3779.528304,23,3779.528304,164.3273176,1358.267907,0.027819048,821.615341,429.29358,24,24,323
245,mock-7-6-12_1,mock,11,5492.126789,885.8268502,944.8818522,118.1102177,28,4547.244937,28,4547.244937,162.4016049,767.7166325,0.029633335,938.674057,458.312378,29,29,463
246,mock-7-6-12_1,mock,12,7736.220861,2244.094073,1122.047258,177.165406,28,6614.173603,28,6614.173603,236.2204858,2066.928667,0.024954386,1114.833481,512.498871,29,29,463
247,mock-7-7-12_1,mock,4,118.1102415,118.1102415,118.1102415,118.1102415,0,0,0,0,0,0,0,115.594437,15.63823953,1,1,1
248,mock-7-7-12_1,mock,5,236.2204437,118.1102021,236.2204381,118.1101966,1,5.57E-06,1,5.57E-06,5.57E-06,5.57E-06,0.004233334,231.571427,36.365418,2,2,4
249,mock-7-7-12_1,mock,6,413.3858367,177.165393,354.3306661,118.110228,6,59.05517056,6,59.05517056,9.842528426,59.05516499,0.016933335,349.478806,52.609742,7,7,34
250,mock-7-7-12_1,mock,7,1181.102397,767.7165606,472.4409043,118.1102381,11,708.661493,11,708.661493,64.42377209,649.6063224,0.023283335,466.790085,211.606506,12,12,89
251,mock-7-7-12_1,mock,8,2185.039377,1003.93698,590.5511101,118.1102058,14,1594.488267,14,1594.488267,113.8920191,885.8267743,0.02370667,584.410996,261.811859,15,15,134
252,mock-7-7-12_1,mock,9,3248.031662,1062.992284,708.6614102,118.1103001,17,2539.370251,17,2539.370251,149.3747207,944.8819841,0.023988889,700.556504,304.468841,18,18,188
253,mock-7-7-12_1,mock,10,4547.244369,1299.212707,826.7716053,118.1101951,22,3720.472763,22,3720.472763,169.1123983,1181.102512,0.026609525,816.156723,373.253509,23,23,298
254,mock-7-7-12_1,mock,11,5846.456806,1299.212438,944.8817921,118.1101868,26,4901.575014,26,4901.575014,188.5221159,1181.102251,0.02751667,930.408066,402.467987,27,27,404
255,mock-7-7-12_1,mock,12,8149.606319,2303.149512,1122.047175,177.1653833,26,7027.559143,26,7027.559143,270.2907363,2125.984129,0.023171931,1106.693466,539.517578,27,27,404
256,mock-7-8-12_1,mock,3,118.1103088,118.1103088,118.1102735,118.1102735,2,3.53E-05,2,3.53E-05,1.77E-05,3.53E-05,0.016933328,115.149948,21.1251325,3,3,8
257,mock-7-8-12_1,mock,4,354.3309843,236.2206755,236.2205201,118.1102467,7,118.1104642,7,118.1104642,16.87292346,118.1104289,0.029633327,232.797013,45.9033305,8,8,43
258,mock-7-8-12_1,mock,5,1181.102682,826.7716974,354.3307772,118.1102571,12,826.7719045,12,826.7719045,68.89765871,708.6614403,0.03386666,349.433945,154.64563,13,13,103
259,mock-7-8-12_1,mock,6,2125.984534,944.8818521,472.4410054,118.1102282,15,1653.543528,15,1653.543528,110.2362352,826.7716239,0.031749996,458.035691,213.636627,16,16,151
260,mock-7-8-12_1,mock,7,3425.197199,1299.212665,531.4961551,59.05514974,19,2893.701044,19,2893.701044,152.3000549,1240.157515,0.035748142,510.424484,310.019226,20,20,229
261,mock-7-8-12_1,mock,8,4842.520022,1417.322823,649.6063844,118.1102292,22,4192.913637,22,4192.913637,190.5869835,1299.212593,0.033866662,625.421982,381.427124,23,23,298
262,mock-7-8-12_1,mock,9,6141.73271,1299.212688,767.7166132,118.1102288,25,5374.016097,25,5374.016097,214.9606439,1181.102459,0.032564099,742.59813,394.843384,26,26,376
263,mock-7-8-12_1,mock,10,7381.890111,1240.157401,885.8268285,118.1102154,29,6496.063282,29,6496.063282,224.0021822,1122.047186,0.032737776,859.659165,402.791137,30,30,494
264,mock-7-8-12_1,mock,11,8267.716848,885.8267369,1003.937094,118.1102652,33,7263.779754,33,7263.779754,220.114538,767.7164717,0.032870585,976.452988,414.381408,34,34,628
265,mock-7-8-12_1,mock,12,9685.039615,1417.322767,1122.047359,118.1102653,33,8562.992256,33,8562.992256,259.4846138,1299.212502,0.029410523,1093.61229,484.696685,34,34,628
266,mock-7-9-12_1,mock,3,118.1102651,118.1102651,118.1102508,118.1102508,1,1.43E-05,1,1.43E-05,1.43E-05,1.43E-05,0.008466666,117.373703,10.970459,2,2,4
267,mock-7-9-12_1,mock,4,295.2756556,177.1653905,236.2204891,118.1102383,7,59.05516647,7,59.05516647,8.436452354,59.05515217,0.029633331,234.731064,61.562134,8,8,43
268,mock-7-9-12_1,mock,5,1122.047409,826.7717533,354.3307387,118.1102496,12,767.7166702,12,767.7166702,63.97638918,708.6615037,0.033866664,352.319809,229.79303,13,13,103
269,mock-7-9-12_1,mock,6,2185.0396,1062.992191,472.440944,118.1102053,17,1712.598656,17,1712.598656,100.7410974,944.8819857,0.035983333,469.775559,279.108185,18,18,188
270,mock-7-9-12_1,mock,7,3602.36259,1417.32299,590.55113,118.110186,23,3011.81146,23,3011.81146,130.9483243,1299.212804,0.03894667,586.870224,317.000305,24,24,323
271,mock-7-9-12_1,mock,8,5374.016162,1771.653572,708.6613261,118.1101961,28,4665.354836,28,4665.354836,166.6198156,1653.543376,0.039511116,701.592758,373.2034,29,29,463
272,mock-7-9-12_1,mock,9,7263.780075,1889.763913,826.7715527,118.1102266,33,6437.008522,33,6437.008522,195.0608643,1771.653686,0.039914291,815.952378,493.664123,34,34,628
273,mock-7-9-12_1,mock,10,8740.158203,1476.378129,944.881754,118.1102012,39,7795.276449,39,7795.276449,199.8788833,1358.267927,0.041275006,932.620468,493.664123,40,40,859
274,mock-7-9-12_1,mock,11,10570.8669,1830.708701,1062.992047,118.110293,43,9507.874857,43,9507.874857,221.1133688,1712.598408,0.040451855,1046.166123,493.664123,44,44,1033
275,mock-7-9-12_1,mock,12,12637.79613,2066.929223,1240.157259,177.1652125,43,11397.63887,43,11397.63887,265.061369,1889.76401,0.034673022,1223.016342,493.664123,44,44,1033
276,shallow-2-1-12_1,shallow,4,118.1102262,118.1102262,118.1102262,118.1102262,0,0,0,0,0,0,0,117.03273,7.280948317,1,1,1
277,shallow-2-1-12_1,shallow,5,236.2205259,118.1102998,236.2204674,118.1102412,1,5.86E-05,1,5.86E-05,5.86E-05,5.86E-05,0.004233333,233.643448,25.855347,2,2,4
278,shallow-2-1-12_1,shallow,6,413.3860179,177.165492,354.3306886,118.1102213,7,59.05532925,7,59.05532925,8.436475607,59.05527066,0.019755557,347.039841,104.934021,8,8,43
279,shallow-2-1-12_1,shallow,7,1062.99231,649.6062925,472.4408843,118.1101956,9,590.5514261,9,590.5514261,65.61682512,531.4960969,0.019050002,464.220688,251.937683,10,10,64
280,shallow-2-1-12_1,shallow,8,2007.874592,944.8822812,590.5511675,118.1102833,15,1417.323424,15,1417.323424,94.48822827,826.7719979,0.025400001,582.188339,392.297638,16,16,151
281,shallow-2-1-12_1,shallow,9,3129.921877,1122.047285,708.6613915,118.110224,19,2421.260485,19,2421.260485,127.4347624,1003.937061,0.026811112,699.315109,454.489472,20,20,229
282,shallow-2-1-12_1,shallow,10,4783.46519,1653.543313,767.7165524,59.05516088,22,4015.748637,22,4015.748637,182.534029,1594.488152,0.02865641,756.609299,458.548279,23,23,298
283,shallow-2-1-12_1,shallow,11,6200.788049,1417.322859,885.8267043,118.1101519,27,5314.961345,27,5314.961345,196.8504202,1299.212707,0.030480002,872.775498,605.002381,28,28,433
284,shallow-2-1-12_1,shallow,12,8149.607123,1948.819074,1062.992139,177.1654349,27,7086.614984,27,7086.614984,262.4672216,1771.653639,0.0254,1045.815171,695.358154,28,28,433
285,shallow-2-10-12_1,shallow,4,118.1102455,118.1102455,118.1102455,118.1102455,0,0,0,0,0,0,0,117.044205,13.22044778,1,1,1
286,shallow-2-10-12_1,shallow,5,236.2204882,118.1102426,236.2204531,118.1102076,2,3.50E-05,2,3.50E-05,1.75E-05,3.50E-05,0.008466667,222.753617,64.663269,3,3,8
287,shallow-2-10-12_1,shallow,6,531.4961916,295.2757034,354.3306789,118.1102257,7,177.1655127,7,177.1655127,25.30935896,177.1654777,0.019755557,332.990586,172.613098,8,8,43
288,shallow-2-10-12_1,shallow,7,1240.157535,708.6613434,472.4409212,118.1102424,12,767.7166137,12,767.7166137,63.97638448,590.551101,0.025400001,442.466233,305.622681,13,13,103
289,shallow-2-10-12_1,shallow,8,2185.039559,944.882024,590.5511798,118.1102586,17,1594.488379,17,1594.488379,93.79343407,826.7717654,0.028786667,547.898056,398.622925,18,18,188
290,shallow-2-10-12_1,shallow,9,4015.748432,1830.708874,708.6615116,118.1103318,20,3307.086921,20,3307.086921,165.354346,1712.598542,0.028222218,661.285691,513.342469,21,21,251
291,shallow-2-10-12_1,shallow,10,5728.347006,1712.598574,826.7718104,118.1102988,22,4901.575196,22,4901.575196,222.7988725,1594.488275,0.026609519,777.950913,645.781128,23,23,298
292,shallow-2-10-12_1,shallow,11,6673.229135,944.8821289,944.8820659,118.1102555,27,5728.347069,27,5728.347069,212.1610026,826.7718733,0.028574995,894.961289,645.781128,28,28,433
293,shallow-2-10-12_1,shallow,12,8267.717303,1594.488167,1122.047439,177.1653731,27,7145.669864,27,7145.669864,264.6544394,1417.322794,0.024063154,1070.710922,734.263535,28,28,433
294,shallow-2-2-12_1,shallow,4,118.1102367,118.1102367,118.1102367,118.1102367,0,0,0,0,0,0,0,116.371475,13.47950505,1,1,1
295,shallow-2-2-12_1,shallow,5,236.2205142,118.1102775,236.2204706,118.1102339,2,4.36E-05,2,4.36E-05,2.18E-05,4.36E-05,0.008466667,232.981522,31.74598405,3,3,8
296,shallow-2-2-12_1,shallow,6,531.496141,295.2756268,354.3307202,118.1102496,7,177.1654208,7,177.1654208,25.30934583,177.1653772,0.019755555,350.202622,90.949707,8,8,43
297,shallow-2-2-12_1,shallow,7,1417.323056,885.8269145,472.4409227,118.1102025,12,944.8821328,12,944.8821328,78.74017773,767.716712,0.025400001,465.18486,261.524108,13,13,103
298,shallow-2-2-12_1,shallow,8,2421.260131,1003.937076,531.4959705,59.05504779,15,1889.764161,15,1889.764161,125.9842774,944.8820279,0.028222227,519.732956,338.819702,16,16,151
299,shallow-2-2-12_1,shallow,9,3248.032061,826.7719302,649.6062623,118.1102918,20,2598.425799,20,2598.425799,129.92129,708.6616383,0.030787881,632.498581,420.027527,21,21,251
300,shallow-2-2-12_1,shallow,10,4370.079127,1122.047066,767.7164392,118.1101769,23,3602.362688,23,3602.362688,156.6244647,1003.936889,0.029958978,749.70311,544.330597,24,24,323
301,shallow-2-2-12_1,shallow,11,5728.347086,1358.267959,885.8266466,118.1102074,27,4842.52044,27,4842.52044,179.3526089,1240.157752,0.030480004,863.820908,603.920914,28,28,433
302,shallow-2-2-12_1,shallow,12,7618.110906,1889.76382,1062.992111,177.1654644,27,6555.118795,27,6555.118795,242.7821776,1712.598355,0.0254,1032.950058,611.674866,28,28,433
